1	oligocene	http://dbpedia.org/ontology/geologicPeriod	oligocene	1	<adj>	JJ	0.7446808510638298	0.06666666666666667	0.07142857142857142	ene	1.0	true	true	1
1	precambrian	http://dbpedia.org/ontology/geologicPeriod	precambrian	7	<adj>	JJ	0.7446808510638298	0.06666666666666667	0.07142857142857142	ian	1.0	true	true	1
1	cretaceous	http://dbpedia.org/ontology/geologicPeriod	cretaceous	4	<adj>	JJ	0.7446808510638298	0.06666666666666667	0.07142857142857142	ous	1.0	true	true	1
1	triassic	http://dbpedia.org/ontology/geologicPeriod	mostly triassic	1	mostly <adj>	RB JJ	0.7446808510638298	0.06666666666666667	0.07142857142857142	sic	0.5333333333333333	false	true	2
1	triassic	http://dbpedia.org/ontology/geologicPeriod	permian, triassic	2	permian, <adj>	NNP , NNP	0.7446808510638298	0.06666666666666667	0.07142857142857142	sic	0.47058823529411764	false	true	2
1	mesozoic	http://dbpedia.org/ontology/geologicPeriod	mesozoic	2	<adj>	JJ	0.7446808510638298	0.06666666666666667	0.07142857142857142	oic	1.0	true	true	1
1	silurian	http://dbpedia.org/ontology/geologicPeriod	silurian	3	<adj>	NNP	0.7446808510638298	0.06666666666666667	0.07142857142857142	ian	1.0	true	true	1
1	holocene	http://dbpedia.org/ontology/geologicPeriod	holocene	19	<adj>	NN	0.7446808510638298	0.06666666666666667	0.07142857142857142	ene	1.0	true	true	1
1	cenozoic	http://dbpedia.org/ontology/geologicPeriod	cenozoic	3	<adj>	JJ	0.7446808510638298	0.06666666666666667	0.07142857142857142	oic	1.0	true	true	1
1	carboniferous	http://dbpedia.org/ontology/geologicPeriod	carboniferous	2	<adj>	NN	0.7446808510638298	0.06666666666666667	0.07142857142857142	ous	1.0	true	true	1
0	million	http://dbpedia.org/ontology/geologicPeriod	440 million years	2	440 <adj> years	CD CD NNS	0.7446808510638298	0.06666666666666667	0.07142857142857142	ion	0.4117647058823529	false	false	2
1	cambrian	http://dbpedia.org/ontology/geologicPeriod	cambrian	1	<adj>	NNP	0.7446808510638298	0.06666666666666667	0.07142857142857142	ian	1.0	true	true	1
0	series	http://dbpedia.org/ontology/geologicPeriod	nascar sprint cup series	2	nascar sprint cup <adj>	NNP NNP NNP NNP	0.7446808510638298	0.06666666666666667	0.07142857142857142	ies	0.25	false	true	4
1	permian	http://dbpedia.org/ontology/geologicPeriod	permian	1	<adj>	NNP	0.7446808510638298	0.06666666666666667	0.07142857142857142	ian	1.0	true	true	1
1	pleistocene	http://dbpedia.org/ontology/geologicPeriod	cambrian to devonian, pleistocene	1	cambrian to devonian, <adj>	NNP TO JJ , JJ	0.7446808510638298	0.06666666666666667	0.07142857142857142	ene	0.33333333333333337	false	true	4
1	pleistocene	http://dbpedia.org/ontology/geologicPeriod	pleistocene	2	<adj>	NN	0.7446808510638298	0.06666666666666667	0.07142857142857142	ene	1.0	true	true	1
0	kievan	http://dbpedia.org/ontology/geologicPeriod	kievan rus	1	<adj> rus	NNP NNP	0.7446808510638298	0.06666666666666667	0.07142857142857142	van	0.6	true	false	1
