1	blue	http://dbpedia.org/ontology/colour	navy blue	74	navy <adj>	NNP NNP	0.680327868852459	0.023809523809523808	0.037037037037037035	lue	0.4444444444444444	false	true	2
1	black	http://dbpedia.org/ontology/colour	black	167	<adj>	JJ	0.680327868852459	0.023809523809523808	0.037037037037037035	ack	1.0	true	true	1
1	blue	http://dbpedia.org/ontology/colour	blue	356	<adj>	NNP	0.680327868852459	0.023809523809523808	0.037037037037037035	lue	1.0	true	true	1
1	gold	http://dbpedia.org/ontology/colour	gold	87	<adj>	NN	0.680327868852459	0.023809523809523808	0.037037037037037035	old	1.0	true	true	1
1	green	http://dbpedia.org/ontology/colour	green	263	<adj>	NNP	0.680327868852459	0.023809523809523808	0.037037037037037035	een	1.0	true	true	1
1	green	http://dbpedia.org/ontology/colour	green politics	6	<adj> politics	JJ NNS	0.680327868852459	0.023809523809523808	0.037037037037037035	een	0.3571428571428571	true	false	1
1	grey	http://dbpedia.org/ontology/colour	grey	32	<adj>	NNP	0.680327868852459	0.023809523809523808	0.037037037037037035	rey	1.0	true	true	1
1	purple	http://dbpedia.org/ontology/colour	purple	52	<adj>	NNP	0.680327868852459	0.023809523809523808	0.037037037037037035	ple	1.0	true	true	1
1	red	http://dbpedia.org/ontology/colour	red	503	<adj>	NNP	0.680327868852459	0.023809523809523808	0.037037037037037035	red	1.0	true	true	1
1	silver	http://dbpedia.org/ontology/colour	silver	12	<adj>	NN	0.680327868852459	0.023809523809523808	0.037037037037037035	ver	1.0	true	true	1
1	white	http://dbpedia.org/ontology/colour	white	357	<adj>	NNP	0.680327868852459	0.023809523809523808	0.037037037037037035	ite	1.0	true	true	1
1	yellow	http://dbpedia.org/ontology/colour	yellow	145	<adj>	JJ	0.680327868852459	0.023809523809523808	0.037037037037037035	low	1.0	true	true	1
0	arab	http://dbpedia.org/ontology/colour	flag of the arab revolt	1	flag of the <adj> revolt	NN IN DT NNP NN	0.680327868852459	0.023809523809523808	0.037037037037037035	rab	0.17391304347826086	false	false	4
1	ultramarine	http://dbpedia.org/ontology/colour	ultramarine	3	<adj>	NNP	0.680327868852459	0.023809523809523808	0.037037037037037035	ine	1.0	true	true	1
1	green	http://dbpedia.org/ontology/colour	shades of green	17	shades of <adj>	NNS IN JJ	0.680327868852459	0.023809523809523808	0.037037037037037035	een	0.33333333333333337	false	true	3
1	blue	http://dbpedia.org/ontology/colour	maya blue	2	maya <adj>	JJ NN	0.680327868852459	0.023809523809523808	0.037037037037037035	lue	0.4444444444444444	false	true	2
1	green	http://dbpedia.org/ontology/colour	spring green	1	spring <adj>	NN NN	0.680327868852459	0.023809523809523808	0.037037037037037035	een	0.41666666666666663	false	true	2
