0	open	http://dbpedia.org/ontology/gameEngine	open dynamics engine	4	<adj> dynamics engine	NNP NNP NN	0.38596491228070173	0.008333333333333333	0.0125	pen	0.19999999999999996	true	false	1
	4	http://dbpedia.org/ontology/gameEngine	gran turismo 4	2	gran turismo <adj>	NNP NNP CD	0.38596491228070173	0.008333333333333333	0.0125	4	0.0714285714285714	false	true	3
0	unreal	http://dbpedia.org/ontology/gameEngine	unreal engine	204	<adj> engine	JJ NN	0.38596491228070173	0.008333333333333333	0.0125	eal	0.46153846153846156	true	false	1
	3	http://dbpedia.org/ontology/gameEngine	id tech 3	26	id tech <adj>	NN NN CD	0.38596491228070173	0.008333333333333333	0.0125	3	0.11111111111111116	false	true	3
0	interactive	http://dbpedia.org/ontology/gameEngine	saber interactive	3	saber <adj>	NNP JJ	0.38596491228070173	0.008333333333333333	0.0125	ive	0.6470588235294117	false	true	2
0	flash	http://dbpedia.org/ontology/gameEngine	adobe flash	26	adobe <adj>	NNP NN	0.38596491228070173	0.008333333333333333	0.0125	ash	0.4545454545454546	false	true	2
0	crystal	http://dbpedia.org/ontology/gameEngine	crystal tools	6	<adj> tools	NN NNS	0.38596491228070173	0.008333333333333333	0.0125	tal	0.5384615384615384	true	false	1
0	game	http://dbpedia.org/ontology/gameEngine	rockstar advanced game engine	10	rockstar advanced <adj> engine	NNP VBD NN NN	0.38596491228070173	0.008333333333333333	0.0125	ame	0.13793103448275867	false	false	3
0	x-ray	http://dbpedia.org/ontology/gameEngine	x-ray engine	3	<adj> engine	NN NN	0.38596491228070173	0.008333333333333333	0.0125	ray	0.41666666666666663	true	false	1
0	game	http://dbpedia.org/ontology/gameEngine	the godfather: the game	1	the godfather: the <adj>	DT NNP : DT NN	0.38596491228070173	0.008333333333333333	0.0125	ame	0.17391304347826086	false	true	4
0	mt	http://dbpedia.org/ontology/gameEngine	mt framework	16	<adj> framework	NNP NN	0.38596491228070173	0.008333333333333333	0.0125	mt	0.16666666666666663	true	false	1
0	ii	http://dbpedia.org/ontology/gameEngine	guitar hero ii	1	guitar hero <adj>	NN NN CD	0.38596491228070173	0.008333333333333333	0.0125	ii	0.1428571428571429	false	true	3
0	31st	http://dbpedia.org/ontology/gameEngine	mechwarrior 2: 31st century combat	2	mechwarrior 2: <adj> century combat	NNP CD : CD NN NN	0.38596491228070173	0.008333333333333333	0.0125	1st	0.11764705882352944	false	false	3
0	world	http://dbpedia.org/ontology/gameEngine	call of duty: world at war	1	call of duty: <adj> at war	NN IN NN : NN IN NN	0.38596491228070173	0.008333333333333333	0.0125	rld	0.1923076923076923	false	false	4
0	simple	http://dbpedia.org/ontology/gameEngine	simple directmedia layer	2	<adj> directmedia layer	JJ NN NN	0.38596491228070173	0.008333333333333333	0.0125	ple	0.25	true	false	1
