0	main	http://dbpedia.org/ontology/birthPlace	flörsheim am main	1	flörsheim am <adj>	NNP NNP JJ	0.16998912649510692	5.678591709256105E-4	0.004761904761904762	ain	0.23529411764705888	false	true	3
1	austrian	http://dbpedia.org/ontology/birthPlace	austrian empire	49	<adj> empire	JJ NN	0.16998912649510692	5.678591709256105E-4	0.004761904761904762	ian	0.5333333333333333	true	false	1
1	african	http://dbpedia.org/ontology/birthPlace	central african republic	1	central <adj> republic	JJ NNP NNP	0.16998912649510692	5.678591709256105E-4	0.004761904761904762	can	0.29166666666666663	false	false	2
0	britain	http://dbpedia.org/ontology/birthPlace	kingdom of great britain	7	kingdom of great <adj>	NNP IN NNP NNP	0.16998912649510692	5.678591709256105E-4	0.004761904761904762	ain	0.29166666666666663	false	true	4
0	new	http://dbpedia.org/ontology/birthPlace	beverly, new jersey	1	beverly, <adj> jersey	NNP , NNP NNP	0.16998912649510692	5.678591709256105E-4	0.004761904761904762	new	0.1578947368421053	false	false	2
0	crescent	http://dbpedia.org/ontology/birthPlace	crescent city, florida	1	<adj> city, florida	NNP NNP , NNP	0.16998912649510692	5.678591709256105E-4	0.004761904761904762	ent	0.36363636363636365	true	false	1
1	german	http://dbpedia.org/ontology/birthPlace	german confederation	16	<adj> confederation	JJ NN	0.16998912649510692	5.678591709256105E-4	0.004761904761904762	man	0.30000000000000004	true	false	1
0	national	http://dbpedia.org/ontology/birthPlace	paraguay national football team	4	paraguay <adj> football team	NNP NNP NNP NN	0.16998912649510692	5.678591709256105E-4	0.004761904761904762	nal	0.25806451612903225	false	false	2
0	national	http://dbpedia.org/ontology/birthPlace	argentina national football team	3	argentina <adj> football team	NNP NNP NNP NN	0.16998912649510692	5.678591709256105E-4	0.004761904761904762	nal	0.25	false	false	2
0	belgian	http://dbpedia.org/ontology/birthPlace	belgian congo	3	<adj> congo	JJ NNP	0.16998912649510692	5.678591709256105E-4	0.004761904761904762	ian	0.5384615384615384	true	false	1
0	democratic	http://dbpedia.org/ontology/birthPlace	democratic republic of the congo	4	<adj> republic of the congo	JJ NN IN DT NNP	0.16998912649510692	5.678591709256105E-4	0.004761904761904762	tic	0.3125	true	false	1
0	lower	http://dbpedia.org/ontology/birthPlace	lower canada	4	<adj> canada	JJR NNP	0.16998912649510692	5.678591709256105E-4	0.004761904761904762	wer	0.41666666666666663	true	false	1
0	new	http://dbpedia.org/ontology/birthPlace	newark, new jersey	42	<adj>ark, <adj> jersey	NNP , NNP NNP	0.16998912649510692	5.678591709256105E-4	0.004761904761904762	new	0.16666666666666663	false	false	2
0	national	http://dbpedia.org/ontology/birthPlace	northern ireland national football team	2	northern ireland <adj> football team	NNP NNP NNP NNP NN	0.16998912649510692	5.678591709256105E-4	0.004761904761904762	nal	0.20512820512820518	false	false	3
1	ottoman	http://dbpedia.org/ontology/birthPlace	ottoman empire	74	<adj> empire	NNP NNP	0.16998912649510692	5.678591709256105E-4	0.004761904761904762	man	0.5	true	false	1
0	national	http://dbpedia.org/ontology/birthPlace	germany national football team	4	germany <adj> football team	NNP NNP NNP NN	0.16998912649510692	5.678591709256105E-4	0.004761904761904762	nal	0.2666666666666667	false	false	2
